word	corpus_count	ipa	source	confidence	other_reading	phonetic_respelling
ימים	23	ˈimim	rule	MED		
כלי	23	kˈajlə	printed-index	MED	xli	קיילע
לאנגע	23	lˈanɡə	rule	LOW		
ליגט	23	liɡt	rule	MED		
מעג	23	mejɡ	lexicon	HIGH		
סיי	23	saj	lexicon	HIGH		
סענדוויטש	23	sˈɛndviʧ	rule	MED		
ספרים	23	sfˈurim	lexicon	HIGH		
פונקטליך	23	fˈinktləx	rule	LOW		
פסח	23	pˈajsəx	lexicon	HIGH		
צווייטן	23	ʦvajtn	rule	MED		
קענסטו	23	kˈɛnsti	rule	MED		
שולדיג	23	ʃˈildiɡ	rule	MED		
אֶת	22	ɛs	lexicon	HIGH		
אדם	22	udm	lexicon	MED		
בויען	22	bˈoʊən	lexicon	HIGH		
געבליבן	22	ɡəblˈibn	lexicon	HIGH		
געמיינט	22	ɡəmˈajnt	rule	MED		
געשטאנען	22	ɡəʃtˈanən	rule	LOW		
גרופע	22	ɡrˈifə	rule	LOW		
דור	22	dur	printed-index	MED	dir	דאָר
וועסטו	22	vˈɛsti	rule	MED		
זה	22	zɛ	lexicon	HIGH		
טונא	22	tˈina	rule	LOW		
טראכט	22	traxt	rule	LOW		
יואל	22	jˈɔjəl	lexicon	HIGH		
יצחק	22	jˈiʦxuk	lexicon	HIGH	jˈiʦxuk	יי*צכאָק
ליידער	22	lˈajdər	lexicon	HIGH		
מצב	22	mˈaʦəv	lexicon	HIGH		
עטליכע	22	ˈɛtləxə	lexicon	HIGH		
פירט	22	firt	lexicon	HIGH		
ציון	22	ʦjin	rule	MED		
רצון	22	ruʦn	printed-index	MED	rʦin	ראָצן
שפעט	22	ʃpɛt	rule	LOW		
אייביג	21	ˈajbiɡ	lexicon	HIGH		
אלעזר	21	ˈaluzr	lexicon	MED		
באקאנטע	21	bakˈantə	rule	LOW		
בשעת	21	biʃˈas	rule	LOW		
גבאי	21	ɡˈabə	printed-index	MED	ɡbaː	גאַבע
גדול	21	ɡdil	rule	MED		
געשעפט	21	ɡəʃˈɛft	rule	LOW		
דערווייל	21	dərvˈaːl	rule	MED		
הגאון	21	hɡin	rule	LOW		
המלך	21	hamˈɛlɛx	rule	LOW		
ווארטן	21	vartn	rule	LOW		
זייערע	21	zˈajərə	lexicon	HIGH		
חבר	21	xˈavər	lexicon	HIGH		
חורבן	21	xirbn	lexicon	HIGH		
טיר	21	tir	rule	MED		
טיש	21	tiʃ	rule	MED		
יונגערמאן	21	jˈinɡərman	rule	LOW		
כאילו	21	kəjˈilə	printed-index	MED	xˈaːli	קעי*לע
כביכול	21	kavˈiuxl	printed-index	MED	xbˈixil	קאַוויאָכל
כח	21	kˈɔjəx	lexicon	HIGH		
לאז	21	laz	rule	LOW		
מעסעדזש	21	mˈɛsəʤ	rule	MED		
מקבל	21	mkˈabajl	rule	LOW		
נישטא	21	niʃtˈu	lexicon	HIGH		
עם	21	ejm	lexicon	HIGH		
פראצענט	21	prɔʦˈɛnt	lexicon	HIGH		
שבע	21	ʃˈɛvə	printed-index	MED	ʒbə	שעווע
שם	21	ʃɛm	lexicon	HIGH		
אייך	20	aːx	lexicon	HIGH		
אריינגיין	20	arˈaːnɡajn	rule	LOW		
ב	20	ba	rule	LOW		
באלד	20	bald	rule	LOW		
ביידע	20	bˈajdə	lexicon	HIGH		
בעלזער	20	bˈɛlzər	rule	MED		
געלעבט	20	ɡəlˈejbt	rule	MED		
דודו	20	dˈidi	rule	MED		
הַיּוֹם	20	hˈaːəm	printed-index	MED	hˈaːɔjm	הײַעם
הנאה	20	hanˈuə	printed-index	MED	hna	האַנאָע
הערט	20	hɛrt	rule	MED		
זוהר	20	zˈɔjər	printed-index	MED	zir	זויער
חוץ	20	xiʦ	lexicon	HIGH		
טראכטן	20	traxtn	rule	LOW		
יוסף	20	jˈɔsəf	lexicon	HIGH		
כאפט	20	xɔft	rule	MED		
מגיד	20	mˈaɡəd	printed-index	MED	mɡid	מאַגעד
מציאות	20	mʦˈiɔjs	rule	LOW		
סקווירא	20	skvˈira	rule	LOW		
פאות	20	pˈajɔjs	rule	LOW		
פארשטאנען	20	farʃtˈanən	rule	LOW		
פארשטיין	20	farʃtˈajn	lexicon	HIGH		
פופציג	20	fˈifʦiɡ	rule	LOW		
פראבלעם	20	prɔblˈejm	lexicon	HIGH		
פרובירט	20	prˈibirt	lexicon	HIGH		
רבה	20	rˈabu	rule	LOW		
רחמים	20	raxˈamim	rule	LOW		
תפילה	20	tfˈilə	lexicon	HIGH	tfˈilə	טפֿילע
אבא	19	ˈabə	printed-index	MED	ˈaba	אַבע
אזויווי	19	ˈazɔjvi	rule	LOW		
איש	19	iʃ	printed-index	MED	iʃ	איש
אנגעפאנגען	19	ˈanɡəfanɡən	rule	LOW		
דערפון	19	dərfˈin	lexicon	HIGH		
התורה	19	hatˈɔjrə	lexicon	HIGH		
ואם	19	ˈiam	rule	LOW		
זיצן	19	ziʦn	rule	MED		
זכר	19	zˈajxər	rule	LOW		
חסיד	19	xˈusid	printed-index	MED	xˈusid	כאָסיד
חרוב	19	xˈurəv	printed-index	MED	xˈurəv	כאָרעוו
יארק	19	jɔrk	lexicon	HIGH		
יסורים	19	jəsˈirim	printed-index	MED	ˈisirim	יעסורים
כאפן	19	xapn	lexicon	MED		
כמעט	19	kəmˈat	lexicon	HIGH		
ליינען	19	lˈajnən	lexicon	HIGH		
מזל	19	mazl	lexicon	HIGH	mazl	מאַזל
מיליטער	19	mˈilitər	rule	MED		
מסביר	19	mazbˈir	lexicon	HIGH		
עטס	19	ɛʦ	rule	MED		
ענק	19	ɛnk	lexicon	HIGH		
פארגעסן	19	faːrɡˈɛsn	lexicon	HIGH		
פול	19	fil	rule	LOW		
רופן	19	rifn	lexicon	HIGH		
שווערע	19	ʃvˈɛrə	rule	MED		
שטארקע	19	ʃtˈarkə	lexicon	HIGH		
שטיין	19	ʃtajn	lexicon	HIGH		
שלא	19	ʃˈɛlɔj	printed-index	MED	ʃla	שעלוי
תוספות	19	tɔjsˈufɔjs	rule	LOW		
אברהם	18	ˈavrum	lexicon	HIGH		
אהיים	18	ahˈajm	lexicon	HIGH		
אהרן	18	arn	printed-index	MED	arn	אַרן
אותיות	18	ɔjsˈijɔjs	rule	LOW		
אנגערופן	18	ˈunɡərifn	rule	MED		
אנהייבן	18	ˈunhajbn	lexicon	HIGH		
באב	18	bab	rule	LOW		
געברענגט	18	ɡəbrˈɛnɡt	rule	MED		
געוויסע	18	ɡəvˈisə	lexicon	HIGH		
געענדיגט	18	ɡəˈɛndiɡt	rule	MED		
געשריבן	18	ɡəʃrˈibn	lexicon	HIGH		
היינטיגע	18	hˈajntiɡə	rule	MED		
וואלטן	18	vɔltn	lexicon	HIGH		
ווייט	18	vaːt	lexicon	HIGH		
ווילן	18	viln	rule	MED		
זיצט	18	ziʦt	rule	MED		
יוד	18	jid	printed-index	MED	jid	יוד
יעצטיגע	18	jˈɛʦtiɡə	rule	MED		
ישעי'לע	18	ˈiʃajlə	rule	MED		
מאך	18	max	lexicon	HIGH		
מסכת	18	mˈasəxəs	printed-index	MED	masˈɛxɛs	מאַסעכעס
מצוות	18	mˈiʦvɔjs	rule	LOW		
נאכ'ן	18	nuxn	rule	LOW		
נעקסטע	18	nˈɛkstə	rule	MED		
ס'דארף	18	sdaf	rule	MED		
סאטמאר	18	sˈatmar	lexicon	HIGH		
עסקנים	18	ˈɛsknim	rule	MED		
פארלוירן	18	farlˈɔjrn	rule	LOW		
פחד	18	pˈaxad	rule	LOW		
צאל	18	ʦal	rule	LOW		
קאפ	18	kɔp	lexicon	HIGH		
קומענדיגע	18	kˈiməndiɡə	rule	MED		
קליין	18	klajn	rule	MED		
קמצא	18	kmʦa	rule	LOW		
קרית	18	kˈirjas	lexicon	HIGH		
רעד	18	rɛd	rule	MED		
שוחד	18	ʃˈɔjxəd	printed-index	MED	ʃˈɔjxəd	שויכעד
שום	18	ʃim	lexicon	HIGH		
שטיק	18	ʃtik	rule	MED		
שכר	18	sxar	printed-index	MED	səxˈar	סכאַר
שליח	18	ʃulˈixa	rule	LOW		
שמו	18	ʃmi	rule	MED		
שפיטאל	18	ʃpˈitul	lexicon	MED		
אהין	17	ahˈin	rule	LOW		
אורחים	17	ˈɔjrxim	rule	LOW		
אינגאנצן	17	inɡˈanʦn	lexicon	HIGH		
איצי	17	ˈiʦi	rule	LOW		
אלימלך	17	əlˈimajləx	printed-index	MED	ˈalimlx	עלימיילעך
ארבעטער	17	ˈarbətər	rule	LOW		
ארויסגעקומען	17	arˈoʊzɡəkimən	rule	MED		
אתה	17	ˈatu	rule	LOW		
באמת	17	bəˈɛməs	lexicon	HIGH		
ביום	17	bjim	rule	MED		
בשמחה	17	bsˈimxə	rule	LOW		
גאנצן	17	ɡanʦn	rule	LOW		
געהאלפן	17	ɡəhˈalfn	rule	LOW		
דברים	17	dvˈurim	printed-index	MED	dbrim	דוואָרים
דערמאנט	17	dərmˈant	rule	LOW		
דרך	17	dˈɛrəx	lexicon	HIGH	dˈɛrəx	דערעך
הכנסת	17	haknˈɛsɛs	rule	LOW		
הלכה	17	halˈuxə	lexicon	HIGH		
זיבעציג	17	zˈibəʦiɡ	rule	MED		
חלילה	17	xalˈilə	lexicon	HIGH	xulˈilə	כאָלילע
טובות	17	tˈɔjvɔjs	rule	LOW		
טשעק	17	ʧɛk	rule	MED		
יהודה	17	jəhˈidə	printed-index	MED	ˈihidə	יעהודע
כאטש	17	xɔʧ	lexicon	HIGH		
כבוד	17	kˈuvəd	lexicon	HIGH		
לה	17	luh	rule	LOW		
מיינע	17	mˈaːnə	lexicon	HIGH		
נאכנישט	17	nˈuxniʃt	lexicon	HIGH		
עיקר	17	ˈikər	printed-index	MED	ajkr	איקער
עלטערן	17	ˈɛltərn	rule	MED		
עמלק	17	amˈulək	printed-index	MED	ɛmlk	אַמאָלעק
עצה	17	ˈajʦə	printed-index	MED	ˈɛʦə	אייצע
ערגעץ	17	ˈɛrɡəʦ	rule	MED		
פארט	17	fɔrt	lexicon	HIGH		
פלאן	17	plaːn	lexicon	HIGH		
פליגער	17	flˈiɡər	rule	LOW		
קאר	17	kar	lexicon	HIGH		
קוקן	17	kikn	rule	MED		
ראה	17	rˈɛaj	printed-index	MED	ra	רעיי
שופר	17	ʃˈɔjfər	printed-index	MED	ʃifr	שויפֿער
שיף	17	ʃif	rule	LOW		
שיר	17	ʃir	printed-index	MED	ʃir	שיר
שנה	17	ʃˈunə	rule	LOW		
אייניקל	16	ˈajnikl	rule	LOW		
אלטע	16	ˈaltə	lexicon	HIGH		
אנדערש	16	ˈandiʃ	lexicon	HIGH		
ביסטו	16	bˈisti	rule	MED		
ברודער	16	brˈidər	rule	MED		
גוטן	16	ɡitn	rule	MED		
געפארן	16	ɡəfˈarn	rule	LOW		
גרויסער	16	ɡrˈɔjsər	rule	MED		
דארפסט	16	darfst	rule	LOW		
דין	16	din	printed-index	MED	din	דין
הבית	16	habˈajis	rule	LOW		
הושענא	16	hˈiʃəna	rule	LOW		
הער	16	hɛr	rule	MED		
הקדושים	16	hkdˈiʃim	rule	MED		
ואין	16	ˈiaːn	rule	LOW		
וואשינגטאן	16	vˈaʃinɡtan	rule	LOW		
וויליאמסבורג	16	vˈiljamsburɡ	lexicon	HIGH		
וועלוול	16	vɛlvl	rule	MED		
זיידע	16	zˈajdə	rule	MED		
זכות	16	zxis	rule	LOW		
זע	16	zɛ	rule	MED		
חכמה	16	xˈuxmə	lexicon	HIGH		
טייערע	16	tˈaːjərə	lexicon	HIGH		
כולל	16	kˈɔjləl	printed-index	MED	xill	קוילעל
לאזן	16	luzn	lexicon	HIGH		
לב	16	lajv	rule	LOW		
למשל	16	ləmˈuʃl	lexicon	HIGH		
לעכט	16	lɛxt	rule	MED		
מ'לייגט	16	mlajɡt	rule	MED		
מ'מאכט	16	mmaxt	rule	MED		
מחליט	16	mˈaxlit	rule	LOW		
מרדכי	16	mˈurtxə	printed-index	MED	mrdxi	מאָרטכע
ניגונים	16	niɡˈinim	lexicon	HIGH		
ס'ווערט	16	svirt	rule	MED		
ענגליש	16	ˈɛnɡliʃ	rule	MED		
ערב	16	ɛrb	rule	MED		
קעמפ	16	kɛmf	rule	LOW		
רוף	16	rif	rule	LOW		
רחמנות	16	rˈaxmunəs	lexicon	HIGH		
ריכטיגע	16	rˈixtiɡə	rule	MED		
שוטה	16	ʃˈɔjtə	printed-index	MED	ʃˈitə	שויטע
תמים	16	tˈumim	rule	LOW		
תפיסה	16	tfˈisə	rule	LOW		
אב	15	ab	rule	LOW		
אויסשטרעקן	15	ˈoʊsʃtrəkn	rule	LOW		
אטאקע	15	ˈatakə	rule	LOW		
ארויסקומען	15	arˈoʊskimən	rule	MED		
באצאלן	15	baʦˈuln	rule	MED		
באקאנטער	15	bakˈantər	rule	LOW		
בערך	15	bəˈejrəx	lexicon	HIGH		
בריוו	15	briv	rule	MED		
גאס	15	ɡaːs	lexicon	HIGH		
גיב	15	ɡib	rule	MED		
געבענטשט	15	ɡəbˈɛnʧt	rule	MED		
געלייגט	15	ɡəlˈajɡt	rule	MED		
געמאלדן	15	ɡəmˈaldn	rule	LOW		
דרייסיג	15	drˈajsiɡ	rule	MED		
הארמוז	15	hˈarmiz	rule	LOW		
זאלסטו	15	zˈalsti	rule	LOW		
חידוש	15	xˈidiʃ	rule	LOW		
חילוק	15	xˈilək	printed-index	MED	xˈilək	כילעק
טובים	15	tˈibim	rule	MED		
יונגל	15	jinɡl	rule	MED		
כוחות	15	kˈɔjxəs	lexicon	HIGH		
מ'מעג	15	mmejɡ	rule	MED		
מ'קומט	15	mkimt	rule	MED		
מי	15	mi	rule	MED		
נאכגעזאגט	15	nˈuxɡəzuɡt	lexicon	MED		
נוצן	15	niʦn	rule	MED		
סקולענער	15	skˈilənər	rule	MED		
עין	15	ˈaːən	printed-index	MED	ajn	אײַען
עכשיו	15	ˈɛxʃji	rule	MED		
ערנסטע	15	ˈɛrnstə	rule	MED		
פארשטעלן	15	farʃtˈɛln	rule	LOW		
פיל	15	fil	lexicon	HIGH		
פלעצער	15	plˈɛʦər	lexicon	MED		
ציבור	15	ʦˈibər	lexicon	HIGH		
צייטן	15	ʦaːtn	lexicon	HIGH		
קאנאדע	15	kˈanadə	rule	LOW		
קארד	15	kard	rule	LOW		
רוסלאנד	15	rˈusland	lexicon	HIGH		
רעגירונג	15	rəɡˈirinɡ	rule	MED		
שיקט	15	ʃikt	rule	MED		
שלאפן	15	ʃlufn	lexicon	HIGH		
שפראך	15	ʃprax	rule	LOW		
תלמיד	15	tˈalmid	lexicon	HIGH	tˈalməd	טאַלמעד
תשעה	15	tˈiʃə	rule	LOW		
אופן	14	ɔjfn	printed-index	MED	ifn	אויפֿן
אידיש	14	jˈidiʃ	lexicon	HIGH		
אינטערוויו	14	ˈintərvji	rule	LOW		
אינעווייניג	14	ˈinəvajniɡ	rule	LOW		
אליעזר	14	əlˈiəzər	printed-index	MED	ˈaliəzr	עליעזער
אפיס	14	ˈɔfis	lexicon	HIGH		
ארויסנעמען	14	arˈoʊsnəmən	rule	MED		
אתם	14	ˈatɛm	rule	LOW		
בעלי	14	baˈali	printed-index	MED	bˈɛli	באַאַלי
בעצם	14	bˈɛʦəm	lexicon	HIGH	bəˈɛʦəm	בעעצעם
געגנט	14	ɡɛɡnt	rule	MED		
געגעסן	14	ɡəɡˈɛsn	rule	MED		
געליינט	14	ɡəlˈajnt	rule	MED		
געשעפטן	14	ɡəʃˈɛftn	rule	LOW		
גראדע	14	ɡrˈadə	rule	LOW		
דאלער	14	dˈɔlər	lexicon	HIGH		
דשמיא	14	dʃmˈia	rule	LOW		
המזבח	14	hamizbˈajxa	rule	LOW		
הערליכע	14	hˈɛrləxə	rule	MED		
ווארענונג	14	vˈarəninɡ	rule	LOW		
ווייזן	14	vajzn	rule	MED		
טוען	14	tˈɔjən	printed-index	MED	tˈiən	טויען
טעות	14	tˈuəs	lexicon	HIGH		
כאטשיג	14	xˈaʧiɡ	rule	LOW		
כן	14	kajn	rule	LOW		
לאנד	14	land	rule	LOW		
למה	14	lˈumə	rule	LOW		
לעצטנס	14	lɛʦtns	rule	MED		
מ'הייבט	14	mhajbt	rule	MED		
מאנסי	14	mˈɔnsi	lexicon	HIGH		
מיניסטער	14	minˈistər	rule	MED		
מסדר	14	msˈadajr	rule	LOW		
משנה	14	mˈiʃnə	rule	LOW		
ס'מיינט	14	smajnt	rule	MED		
סארט	14	sɔrt	lexicon	HIGH		
סוכות	14	sˈikəs	lexicon	HIGH		
סיטי	14	sˈiti	rule	MED		
עבירות	14	avˈajrɔjs	rule	LOW		
פארמיטאג	14	farmˈitaɡ	rule	LOW		
פארשטיי	14	farʃtˈaj	rule	LOW		
פעטער	14	fˈɛtər	rule	LOW		
פריערדיגע	14	frˈiərdiɡə	rule	LOW		
פרעג	14	frɛɡ	rule	LOW		
צופרי	14	ʦˈifri	rule	LOW		
קוויטל	14	kvitl	rule	MED		
שבעה	14	ʒbə	rule	MED		
שטייען	14	ʃtˈajən	rule	MED		
שנעל	14	ʃnɛl	rule	MED		
או	13	i	rule	LOW		
אמונה	13	əmˈinə	lexicon	HIGH	əmˈinə	עמונע
אריינגעלייגט	13	arˈaːnɡəlajɡt	rule	MED		
באריכטן	13	barˈixtn	rule	LOW		
בגימטריא	13	bəɡimatrˈiə	printed-index	MED	bɡˈimtria	בעגימאַטריע
בחינה	13	bxˈinə	rule	LOW		
בפרט	13	bfˈɛrət	rule	LOW		
גיהנום	13	ɡˈinim	rule	MED		
גלייבן	13	ɡlaːbn	lexicon	HIGH		
גם	13	ɡam	rule	LOW		
געוויזן	13	ɡəvˈizn	rule	MED		
געווענליך	13	ɡəvˈɛnləx	rule	MED		
געלערנט	13	ɡəlˈirnt	lexicon	HIGH		
געקויפט	13	ɡəkˈɔjft	rule	LOW		
געריכט	13	ɡərˈixt	rule	MED		
דברי	13	dbri	rule	MED		
דרייצן	13	drajʦn	rule	MED		
ההוא	13	hhˈia	rule	LOW		
המשיח	13	hamuʃˈixa	rule	LOW		
וחתימה	13	vaxasˈimə	rule	LOW		
ועד	13	ˈiəd	rule	MED		
ושלום	13	ˈiʃlim	rule	MED		
זאקן	13	zakn	rule	LOW		
זאת	13	zɔjs	rule	LOW		
זעען	13	zˈɛən	rule	MED		
חדש	13	xˈuduʃ	rule	LOW		
חמץ	13	xˈuməʦ	printed-index	MED	xˈuməʦ	כאָמעץ
טאטי	13	tˈati	rule	LOW		
טאמער	13	tˈamər	rule	LOW		
טעלעפאן	13	tˈɛləfan	rule	LOW		
טרינקען	13	trˈinkən	rule	MED		
כאפ	13	xɔp	rule	MED		
כדאי	13	kˈɛdaː	printed-index	MED	xdaː	קעדײַ
כתיבה	13	ksˈivə	printed-index	MED	ksˈivə	קסיווע
לֹא	13	lɔj	lexicon	HIGH		
למספרם	13	lmispˈurum	rule	LOW		
מ'געבט	13	mɡɛbt	rule	MED		
מ'וויל	13	mvil	rule	MED		
מלאך	13	mˈaləx	printed-index	MED	mlax	מאַלעך
מצרים	13	miʦrˈajim	printed-index	MED	mʦrim	מיצראַי*ם
נחת	13	nˈaxəs	printed-index	MED	nˈaxas	נאַכעס
ספעציעל	13	sfˈɛʦiəl	rule	LOW		
עולה	13	ˈilə	rule	MED		
ערשטער	13	ˈɛrʃtər	rule	MED		
פארקויפן	13	farkˈɔjfn	rule	MED		
פארשידענע	13	farʃˈidənə	rule	LOW		
פיש	13	fiʃ	rule	LOW		
פרובירן	13	prˈibirn	lexicon	HIGH		
פרטים	13	frtim	rule	LOW		
צאלן	13	ʦuln	lexicon	HIGH		
צוועלף	13	ʦvɛlf	rule	LOW		
צושטעלן	13	ʦˈiʃtəln	rule	MED		
"רמב""ם"	13	rˈambam	lexicon	LOW		
רשע	13	rˈuʃə	printed-index	MED	rʃə	ראָשע
שמע	13	ʃmə	rule	MED		
תפארת	13	tifˈɛrɛs	rule	LOW		
אבינו	12	ˈabini	rule	LOW		
אדורך	12	adˈirx	rule	LOW		
אויגן	12	ɔjɡn	rule	LOW		
איבערגעדרייט	12	ˈibərɡədrajt	rule	LOW		
אייגענע	12	ˈajɡənə	lexicon	HIGH		
אינדערפרי	12	ˈindərfri	rule	LOW		
ארויסגיין	12	arˈoʊzɡajn	rule	MED		
ארויפלייגן	12	arˈoʊflajɡn	rule	MED		
בארג	12	barɡ	rule	LOW		
בלויז	12	blɔjz	lexicon	HIGH		
בלייבן	12	blaːbn	lexicon	HIGH		
בענטשן	12	bɛnʧn	rule	MED		
געוואוינט	12	ɡəvˈɔjnt	rule	LOW		
געטראכט	12	ɡətrˈaxt	rule	LOW		
גענוג	12	ɡənˈiɡ	lexicon	HIGH		
געפינען	12	ɡəfˈinən	rule	LOW		
דבר	12	dˈuvur	rule	LOW		
הדעת	12	hadˈaas	rule	LOW		
הזה	12	hˈazə	rule	LOW		
היה	12	hi	rule	MED		
הנביא	12	hanˈuvi	printed-index	MED	hnbˈia	האַנאָווי
וויבאלד	12	vˈibald	lexicon	HIGH		
ווייזט	12	vajzt	rule	MED		
וויין	12	vaːn	lexicon	HIGH		
ונאמר	12	ˈinamr	rule	LOW		
זוכן	12	zixn	rule	MED		
זונטאג	12	zˈintaɡ	rule	LOW		
חופה	12	xˈɔjfɛ	rule	LOW		
חייו	12	xˈajujv	rule	LOW		
טעראר	12	tˈɛrar	rule	LOW		
לחיים	12	ləxˈajim	rule	LOW		
לפניך	12	lfnix	rule	LOW		
מ'טוט	12	mtit	rule	MED		
מבשר	12	məvˈasajr	rule	LOW		
מגדל	12	mɡˈadajl	rule	LOW		
מחויב	12	məxiˈiəv	printed-index	MED	məxiˈiəv	מעכוּיעוו
מחזק	12	mxˈazajk	rule	LOW		
מעסעדזשעס	12	mˈɛsəʤəs	rule	MED		
נאכן	12	nuxn	lexicon	HIGH		
נוגע	12	nˈiɡə	rule	MED		
נפש	12	nˈejfiʃ	lexicon	HIGH		
נשמות	12	nʃˈumɔjs	rule	LOW		
סטעיט	12	stajt	rule	MED		
סיסטעם	12	sˈistəm	lexicon	HIGH		
סעודה	12	sˈidə	printed-index	MED	sˈɛidə	סודע
עוד	12	id	rule	MED		
עומד	12	imd	rule	MED		
פ	12	f	fallback	LOW		
פארבעסערן	12	farbəsˈɛrn	rule	LOW		
פארקויפט	12	farkˈɔjft	rule	LOW		
פועל'ן	12	fˈiəln	rule	LOW		
פלוצלינג	12	plˈiʦlinɡ	lexicon	HIGH		
פרייזן	12	praːzn	lexicon	HIGH		
פרייטאג	12	frˈaːtuɡ	lexicon	HIGH		
פרנסה	12	pˈarnusə	lexicon	HIGH	parnˈusə	פּאַרנאָסע
פשוט'ע	12	pˈiʃətə	rule	LOW		
צוגעזאגט	12	ʦˈiɡəzuɡt	rule	MED		
צענדליגער	12	ʦəndlˈiɡər	rule	MED		
קידוש	12	kˈidəʃ	lexicon	HIGH	kˈidəʃ	קידעש
קלאר	12	klur	lexicon	HIGH		
רמז	12	rˈɛməz	rule	LOW		
תוכחה	12	tɔjxˈuxə	rule	LOW		
תולדות	12	tˈɔjldɔjs	rule	LOW		
תם'ס	12	tams	rule	LOW		
אבל	11	uvl	printed-index	MED	abl	אָוול
אהער	11	ahˈɛr	rule	LOW		
אויסגעזען	11	ˈoʊzɡəzejn	rule	MED		
איידעם	11	ˈajdəm	rule	LOW		
אליהו	11	əliˈuhi	printed-index	MED	ˈalihi	עליאָהו
ארויסברענגען	11	arˈoʊzbrejnɡən	rule	MED		
ארויסגעגעבן	11	arˈoʊzɡəɡejbn	rule	MED		
ארויסגעשטעלט	11	arˈoʊzɡəʃtəlt	rule	LOW		
באזוכן	11	bazˈixn	rule	LOW		
בדרך	11	bˈɛdərəx	lexicon	HIGH		
בה	11	bu	rule	LOW		
בעסער	11	bˈɛsər	lexicon	HIGH		
געבויט	11	ɡəbˈoʊt	lexicon	HIGH		
געדאוונט	11	ɡədˈavnt	rule	LOW		
געדענקסט	11	ɡədˈɛnkst	rule	MED		
גערעכט	11	ɡərˈɛxt	rule	MED		
געשמאק	11	ɡəʃmˈak	rule	LOW		
געשמועסט	11	ɡəʃmˈiəst	rule	MED		
דארפסטו	11	dˈarfsti	rule	LOW		
דעפארטמענט	11	dəfartmˈɛnt	rule	LOW		
דערמאן	11	dərmˈan	rule	LOW		
דערנאך	11	dərnˈux	lexicon	HIGH		
דרכיך	11	drxix	rule	MED		
האלבע	11	hˈalbə	rule	LOW		
הויכע	11	hˈɔjxə	rule	MED		
הילף	11	hilf	rule	LOW		
הלילה	11	hlˈilə	rule	MED		
השפעות	11	haʃpˈuɔjs	rule	LOW		
וואוינען	11	vˈɔjnən	rule	LOW		
וויינען	11	vˈajnən	rule	MED		
ווייסע	11	vˈajsə	rule	MED		
וכל	11	ixl	rule	MED		
חכם	11	xˈuxəm	lexicon	HIGH		
חס	11	xas	rule	LOW		
חשוב'ע	11	xaʃˈivə	rule	LOW		
חשוב'ער	11	xˈuʃivər	rule	LOW		
טעלער	11	tˈɛlər	rule	MED		
טריסקער	11	trˈiskər	rule	MED		
כהן	11	kˈɔjhajn	rule	LOW		
כך	11	kux	rule	LOW		
כלה	11	kˈalə	lexicon	HIGH	kˈalə	קאַלע
לאנדאן	11	lˈandan	rule	LOW		
לויף	11	lɔjf	rule	LOW		
לילה	11	lˈilə	rule	MED		
לעולם	11	ləˈɔjləm	printed-index	MED	lˈɛilm	לעוילעם
לעכטיגע	11	lˈɛxtiɡə	rule	MED		
מ'ווייסט	11	mvajst	rule	MED		
מוח	11	mˈɔjxa	rule	LOW		
מילך	11	milx	rule	MED		
מיני	11	mˈini	rule	MED		
מעמד	11	mˈaːməd	printed-index	MED	mɛmd	מײַמעד
מצא	11	mʦa	rule	LOW		
מקרב	11	mikˈɛrəv	rule	LOW		
משם	11	mˈiʃum	rule	LOW		
מתפלל	11	mispˈalajl	rule	LOW		
נושא	11	nˈɔjsə	lexicon	HIGH		
נענטער	11	nˈɛntər	rule	MED		
ספעציעלע	11	spˈɛʦiələ	lexicon	MED		
עסט	11	ɛst	rule	MED		
ערד	11	ɛrd	rule	MED		
ערלעדיגן	11	ˈɛrlədiɡn	rule	MED		
פאון	11	foʊn	lexicon	HIGH		
פארציילן	11	farʦˈajln	rule	LOW		
פערפעקט	11	fˈɛrfəkt	rule	LOW		
צימער	11	ʦˈimər	rule	MED		
קריג	11	kriɡ	rule	MED		
רוסישע	11	rˈisiʃə	rule	MED		
ריכטיג	11	rˈixtiɡ	rule	MED		
רפואה	11	rəfˈiə	printed-index	MED	rfˈia	רעפֿוע
שטאב	11	ʃtab	rule	LOW		
שירו	11	ʃˈiri	rule	MED		
שמים	11	ʃmim	rule	MED		
שעות	11	ʃˈuəs	lexicon	HIGH		
"תשפ""ו"	11	tuf ʃin paj vuv	rule	LOW		
"אדמו""רים"	10	ˈaləf dˈuləd mɛm vuv rajʃ jid mɛm	rule	LOW		
אויפן	10	afn	lexicon	HIGH		
אוקראינע	10	ˈikraːnə	rule	LOW		
אימתי	10	ajmˈusaj	rule	LOW		
אינעם	10	ˈinəm	lexicon	HIGH		
אלו	10	ˈali	rule	LOW		
אנכי	10	ˈanxi	rule	LOW		
ארויסגעגאנגען	10	arˈoʊzɡəɡanɡən	rule	MED		
בא	10	bɔj	printed-index	MED	ba	בוי
באקומט	10	bakˈimt	rule	MED		
בארד	10	bard	rule	LOW		
באריכטעט	10	barˈixtət	rule	LOW		
באשטעטיגט	10	baʃtˈɛtiɡt	rule	LOW		
בלייבט	10	blaːbt	lexicon	HIGH		
בסיעתא	10	bisjˈatu	rule	LOW		
בעזרת	10	bˈɛzras	rule	LOW		
בת	10	bas	rule	LOW		
געדאנק	10	ɡədˈank	lexicon	HIGH		
