word	pointed	rule_ipa	observed_ipa	count
חַיֶּיךָ	חַיֶּיךָ	xijx	xajejxo	3
חדריו	חֲדָרָיו	xdrji	xadarov	3
חולין	חוּלִין	xilin	xɪlɪn	3
חמציע		xmʦiə	khemtsye	3
חסידיו	חֲסִידָיו	xsidji	krasidəv	3
חסידע	חֲסִידֶה	xsidə	חסידע	3
חשובֿער	חשובֿער	xʃivɛr	חשובער	3
טט	טַט	tt	tat	3
יְחִידִי	יְחִידִי	ixidi	jəxidə	3
יִחוס	יִחוּס	ixis	yikhes	3
ידעתי	יָדַעְתִּי	idɛsi	ידעתי	3
ידעתם	יְדַעְתֶּם	idɛsəm	jadatm	3
יוכחי	יוֹכְחִי	jixxi	juxxi	3
יחידך	יְחִידְךָ	ixidx	jəxidxo	3
יחישם	יַחִישֵׁם	ixiʃəm	jaxɪʃem	3
יצרתי	יָצַרְתִּי	iʦrsi	jotsartɪ	3
ישועת	יְשׁוּעַת	iʃiɛs	jəʃiəs	3
ישועתך	יְשׁוּעָתְךָ	iʃiɛsx	jəʃiəsəxə	3
ישועתנו	יְשׁוּעָתֵנוּ	iʃiɛsni	jəʃuɔsejni	3
ישמחו	יִשְׂמְחוּ	iʃmxi	jisməxu	3
יתמי	יְתָמַי	ismi	jsomi	3
כֵּן	כֵּן	xən	ken	3
כבד	כַּבֵּד	xbd	כבד	3
כגלגל	כַּגַּלְגַּל	xɡlɡl	kəgalgal	3
כוחו	כֹּחוֹ	xixi	kojxaj	3
כנם	כְּנָם	xnm	knam	3
כץ	כַּץ	xʦ	kats	3
כרם	כֶּרֶם	xrəm	kerəm	3
כרן	כָּרָן	xrən	korn	3
כשף	כְּשָׁפִים	xʃf	כשף	3
כשפ	כּשף־מאַכער	xʃf	kiʃəfmaxer	3
לבב	לֵבָב	lbb	levov	3
לבבך	לְבָבְךָ	lbbx	לווווחא	3
לבלב	לְאַבְלֶב	lblb	לאבלב	3
לזכר	לְזֵכֶר	lzxr	lezajxər	3
לזמר	לְזַמֵּר	lzmr	ləzamər	3
לכן	לָכֵן	lxən	lojxən	3
לסדר	לְסַדֵּר	lsdr	ləsadeɾ	3
לעתיד	לֶעָתִיד	lɛsid	leosid	3
לקט	לֶקֶט	lkt	lekət	3
ם'ן	ם'ן	mən	memən	3
מ'מכבד	מַ'מְכַבֵּד	mɛ mxbd	mxabəd	3
מְקַבֵּל	מְקַבֵּל	mkbl	məkabl	3
מבקר	מבקר	mbkr	מבקר	3
מדרבנן	מדרבנן	mdrbnn	mɪdərabanan	3
מופתי	רְבוֹת	mifsi	mojfsaj	3
מחיה'דיגע	מְחַיֶה'דִיגֶע	mxihdiɡə	məxayedigə	3
מכלל	מִכְּלַל	mxll	miklal	3
מלך'ס	מלךס	mlxs	melexs	3
מספרך	מִסִּפְרְךָ	msfrx	misifrexo	3
מסרן	מסרן	msrən	מסרן	3
מצרג	מְצַער	mʦrɡ	mətsoer	3
משאלותינו	מִשְׁאֲלוֹתֵינוּ	mʃalisini	miʃalojsajnii	3
משה'	מֹשֶׁה'	mɔɪʃɛʔ	mojʃə	3
משנכנס	מִשֶּׁנִּכְנַס	mʃnxns	משנכנס	3
מ׳	מ׳	mɛ	mem	3
נזר	נֵזֶר	nzr	najzer	3
נמט	נֶעמְט	nmt	nemt	3
נמשך	נמשך	nmʃx	nimʃəx	3
נפל	נָפָל	nfl	nofl	3
סגן	סְגַן	sɡən	סגן	3
סיחון	סִיחוֹן	sixin	sɪxən	3
עקידת	עֲקֵידַת	ɛkids	akejdas	3
ערלתו	עָרְלָתוֹ	ɛrlsi	ערלתו	3
עתי	עִתִּי	ɛsi	iti	3
פיקוח	פיקוח	fikix	פיקוח	3
פן	פֶּן	fən	pen	3
פנקס	פּנקס	fnks	pinkəs	3
פקד	פָּקֹד	fkd	pokəjd	3
פר	פַּר	fr	por	3
פרץ	פֶּרֶץ	frʦ	פרץ	3
צדקך	צִדְקֶךָ	ʦdkx	tsətkexə	3
ראתהי	רָאֲתָהִי	raʃi	roəsi	3
רכן	רעכן	rxən	rexn	3
רן	רָן	rən	ron	3
שֶׁבְּנֶפֶשׁ	שֶׁבַּנֶּפֶשׁ	ʃbnfʃ	ʃebənɛfɛʃ	3
שד	שַׁד	ʃd	ʃad	3
שויתי	שִׁוִּיתִי	ʃɔɪsi	ʃivisi	3
שכן	שָׁכֵן	ʃxən	ʃoxən	3
שלהם	שֶׁלָּהֶם	ʃlhm	שלהם	3
שלך	שֶׁלָּךְ	ʃlx	ʃələx	3
שלמה'ס	שלמה'ס	ʃlmhs	ʃlojmes	3
שלש	שָׁלֹשׁ	ʃlʃ	שלש	3
שקויח	שְׁכֹּיַח	ʃkɔɪx	ʃkojəx	3
תִּשְׁמְעוּ	תִּשְׁמְעוּ	sʃmɛi	tiʃmʲu	3
תאכעס	תַּחַת	saxɛs	tachas	3
תבואה	תּבֿואה	sbiah	תבואה	3
תוֹכוֹ	תּוֹכוֹ	sixi	tojχaj	3
תועז	תְּעוֹז	siɛz	təoz	3
תורתו	תּוֹרָתוֹ	sirsi	tojroso	3
תליא	תַּלְיָא	slia	taljə	3
תלישא	תְּלִישָׁא	sliʃa	tliʃə	3
תמימי	תְּמִימֵי	smimi	tmimej	3
תעביד	תַעֲבֵיד	sɛbid	taved	3
תענוג	תַּעֲנוּג	sɛniɡ	tanəg	3
תעשו	תַּעֲשׂוּ	sɛʃi	תעשו	3
תרימו	תְּרִימוּ	srimi	trajmə	3
תשועה	תְּשׁוּעָה	sʃiɛh	tʃiə	3
תשמעו	תִּשְׁמְעוּ	sʃmɛi	tiʃmoj	3
תתורו	תָתוּרוּ	ssiri	təsɪri	3
