word_bare	canonical_pointed	n_variants_before	total_count	source
קדוש	קָדוֹשׁ	6	108	gemini
וואכן	וואָכְן	13	107	gemini
ביסטו	בִּיסְטוּ	7	107	gemini
השפעות	הַשְׁפָּעוֹת	5	107	gemini
נישטא	נִישְׁטָא	6	107	gemini
אכט	אַכְט	6	107	gemini
ס'קומט	ס'קוּמְט	9	107	gemini
חלום	חֲלוֹם	4	107	gemini
טובה	טוֹבָה	6	106	gemini
באמת	בֶּאֱמֶת	6	106	gemini
זאלסט	זאָלְסְט	6	106	gemini
יענער	יֶענֶער	4	106	gemini
כאפן	כאַפּן	19	106	gemini
ליידער	לֵיידֶער	6	105	gemini
סקווערער	סְקְווֶערֶער	5	104	gemini
פי	פִּי	4	104	gemini
ראב	ראַבֿ	12	104	gemini
באשעפר	בַּאשֶׁעפֶר	8	104	gemini
הענט	הֶענְט	3	103	gemini
שמע	שְׁמַע	4	103	gemini
ווארום	וואָרוּם	10	103	gemini
קאן	קאַן	8	103	gemini
גאט	גאָט	7	102	gemini
קום	קוּם	2	102	gemini
דאכט	דַאַכְט	6	102	gemini
ניסן	נִיסָן	2	102	gemini
מחבר	מְחַבֵּר	4	102	gemini
צייטן	צַייַטְן	9	102	gemini
היי	הַייַ	7	102	gemini
מ'דארף	מְ'דאַרף	15	102	gemini
געשטארבן	גֶעשְׁטאָרְבְּן	14	102	gemini
בענטשן	בֶּענְטְשְׁן	6	102	gemini
פראבלעם	פְּראָבְלֶעם	22	101	gemini
בכלל	בִּכְלָל	6	101	gemini
אריינגיין	אַרַיינְגֵיין	8	101	gemini
סיני	סִינַי	2	101	gemini
מאך	מאַךְ	6	101	gemini
שופר	שׁוֹפָר	5	100	gemini
דור	דּוֹר	5	100	gemini
בר	בַּר	4	100	gemini
באשאפן	בַּאַשַאַפֿן	20	100	gemini
בכל	בְּכָל	5	100	gemini
ישועה	יְשׁוּעָה	3	100	gemini
מ'איז	מְ'אִיז	6	100	gemini
זה	זֶה	4	100	gemini
אמר	אָמַר	3	99	gemini
הייליג	הֵיילִיג	7	99	gemini
רבע	רֶבֶּע	2	99	gemini
מ'וועט	מְ'ווֶעט	9	99	gemini
קויפן	קוֹיפֿן	9	99	gemini
זיסן	זִיסְן	4	99	gemini
עבירה	עֲבֵירָה	5	99	gemini
חי	חַי	3	99	gemini
יוד	יוּד	5	98	majority
גיב	גִיבּ	7	98	gemini
אויבן	אוֹיבְן	10	98	gemini
ס'גייט	סְ'גֵייט	6	98	gemini
הנאה	הֲנָאָה	4	98	gemini
אחד	אֶחָד	3	97	gemini
חשבון	חֶשְׁבּוֹן	3	97	gemini
ווו	וווּ	3	97	majority
אער	אֶער	3	97	gemini
סימן	סִימָן	4	97	gemini
שווערע	שְׁווֶערֶע	9	96	gemini
עצה	עֵצָה	2	96	gemini
דאן	דאַן	8	96	gemini
ארויסגעקומען	אַרוֹיסְגֶעקוּמֶען	10	96	gemini
אב	אָבֿ	6	96	gemini
ס'וועט	סְ'ווֶעט	9	96	gemini
הקודש	הַקּוֹדֶשׁ	4	95	gemini
חתן	חָתָן	3	95	gemini
מינוט	מִינוּט	5	95	gemini
הצדיק	הַצַּדִּיק	6	95	gemini
בראשית	בְּרֵאשִׁית	3	95	gemini
לכבוד	לִכְבוֹד	7	94	gemini
היים	הֵיים	6	94	gemini
המן	הָמָן	4	94	gemini
בשעת	בִּשְׁעַת	5	94	gemini
בהמה	בְּהֵמָה	3	94	gemini
עלינו	עָלֵינוּ	3	94	gemini
פחד	פַּחַד	5	94	gemini
ען	עֶן	3	93	gemini
מנחם	מְנַחֵם	3	93	gemini
ישועות	יְשׁוּעוֹת	4	93	gemini
ארום	אַרוּם	3	93	gemini
נאכן	נאָכְן	7	93	gemini
עולה	עוֹלָה	6	93	gemini
אמרי	אִמְרֵי	5	93	gemini
מסכת	מַסֶּכֶת	6	92	gemini
אמעריקע	אַמֶערִיקֶע	7	92	gemini
מנהג	מִנְהָג	3	92	gemini
חוזה	חוֹזֶה	3	92	gemini
געדענק	גֶעדֶענְק	3	92	gemini
ערד	עֶרְד	3	92	gemini
גבאי	גַבַּאי	9	91	gemini
שטעלן	שְׁטֶעלְן	4	91	gemini
לאזט	לָאזְט	4	91	gemini
ראשי	רָאשֵׁי	5	91	gemini
ס'שטייט	סְ'שְׁטֵייט	7	91	gemini
געדענקט	גֶעדֶענְקְט	6	91	gemini
יסוד	יְסוֹד	2	91	gemini
גביר	גְבִיר	5	91	gemini
דאוונען	דאַוונען	15	91	gemini
שטארבן	שטאַרבן	17	91	gemini
פירן	פִירְן	8	91	majority
מכבד	מְכַבֵּד	4	91	gemini
געגעסן	גֶעגֶעסְן	4	90	majority
אופן	אוֹפֶן	18	90	gemini
לכם	לָכֶם	4	90	gemini
זכור	זְכוֹר	5	90	gemini
השמים	הַשָּׁמַיִם	3	90	gemini
קיינמאל	קיינמָאָל	13	90	gemini
רגע	רֶגַע	4	90	gemini
חומש	חוּמָשׁ	7	90	gemini
דבר	דָּבָר	12	90	gemini
מדרגה	מַדְרֵגָה	2	90	gemini
בארג	באַרג	10	90	gemini
שבטים	שְׁבָטִים	6	90	gemini
שרייבן	שרייַבן	9	89	gemini
געגאנגן	געגאַנגן	7	89	gemini
פארקערט	פֿאַרקערט	17	89	gemini
כוח	כּוֹחַ	5	89	gemini
לייגן	לֵייגְן	5	89	majority
יארצייטן	יאָרצייַטן	14	89	gemini
געוואלד	געוואַלד	10	89	gemini
ווערטל	ווֶערְטְל	7	88	majority
גוטער	גוּטֶער	4	88	gemini
ערשטער	עֶרְשְׁטֶער	3	88	majority
טיר	טִיר	2	88	gemini
טראכטן	טראַכטן	7	88	gemini
ברידער	בְּרִידֶער	4	87	gemini
צווייטער	צְווֵייטֶער	13	87	majority
אלה	אֵלֶּה	3	87	gemini
בעסער	בֶּעסֶער	5	87	majority
כעס	כַּעַס	2	87	gemini
האלב	האַלב	10	87	gemini
שמואל	שְׁמוּאֵל	5	87	gemini
כאטש	כאָטש	19	86	gemini
שטיק	שְׁטִיק	3	86	majority
בחורים	בַּחוּרִים	4	86	gemini
שטארקע	שטאַרקע	7	86	gemini
הגדול	הַגָּדוֹל	2	86	gemini
ענטפערט	עֶנְטפֶֿערְט	10	86	gemini
לחיים	לְחַיּיִם	4	86	gemini
לויפט	לוֹיפֿט	7	85	gemini
נייע	נַייַע	6	85	gemini
עליכם	עֲלֵיכֶם	3	85	gemini
בדרך	בְּדֶרֶךְ	7	85	gemini
מורא'דיג	מוֹרָא'דִיג	4	85	gemini
מרדכי	מָרְדֳּכַי	7	85	gemini
דארפט	דאַרפֿט	13	85	gemini
רוזשינער	רוּזְשִׁינֶער	7	85	gemini
עמך	עַמְּךָ	6	85	gemini
מזל	מַזָּל	3	85	gemini
סידי	סִידִי	2	85	gemini
אנדערש	אַנְדֶערְשׁ	10	85	gemini
אלטער	אַלְטֶער	7	84	gemini
פיס	פִֿיס	6	84	gemini
אלעזר	אֶלְעָזָר	4	84	gemini
וואארט	וואָאַרט	9	84	gemini
תפלה	תְּפִלָּה	4	84	gemini
מתן	מַתַּן	5	84	gemini
ס'זאל	ס'זאָל	8	83	gemini
שר	שַׂר	4	83	gemini
וועמען	וועֶמֶען	6	83	gemini
רחמנות	רַחֲמָנוּת	2	83	gemini
געפילט	גֶעפִֿילְט	10	83	gemini
פילט	פִֿילְט	7	83	gemini
אדר	אֲדָר	2	83	gemini
עפנט	עֶפְֿנְט	10	83	gemini
מחיה	מְחַיֶה	9	83	gemini
עכט	עֶכְט	6	83	gemini
וואיל	וואַיל	12	83	gemini
כסדר	כְּסֵדֶר	6	83	gemini
שלאפן	שְׁלָאָפְֿן	19	83	gemini
מנחה	מִנְחָה	3	83	gemini
גאס	גַאַס	5	82	gemini
תוספות	תּוֹסָפוֹת	9	82	gemini
בלייבט	בְּלַייַבְט	10	82	gemini
רמז	רֶמֶז	2	82	gemini
קולות	קוֹלוֹת	2	82	gemini
הבא	הַבָּא	2	82	gemini
טובים	טוֹבִים	4	81	gemini
הלכות	הֲלָכוֹת	4	81	gemini
דיינע	דַייַנֶע	5	81	gemini
חסידישע	חֲסִידִישֶׁע	6	81	gemini
רופן	רוּפְן	6	81	majority
מים	מַיִם	5	81	gemini
עטלעכע	עֶטְלֶעכֶע	7	81	gemini
וויאזוי	ווִיאַזוֹי	8	81	gemini
אתה	אַתָּה	3	81	gemini
קידוש	קִידּוּשׁ	5	81	gemini
אנגערופן	אָנְגֶערוּפֿן	14	80	gemini
געוואלדיג	גֶעוואַלְדִיג	12	80	gemini
בלייבן	בְּלַייְבְן	13	80	gemini
וויפל	ווִיפֿל	8	80	gemini
עטליכע	עֶטְלִיכֶע	6	80	gemini
געדענקען	גֶעדֶענְקֶען	5	80	gemini
מאמין	מַאֲמִין	3	80	gemini
קדושים	קְדוֹשִׁים	3	80	gemini
לעבט	לֶעבְט	8	80	gemini
וויזוי	ווִיזוֹי	8	80	gemini
גאסט	גַאַסְט	4	79	gemini
הויבט	הוֹיבְט	10	79	gemini
סוכות	סוּכּוֹת	5	79	gemini
טרינקען	טְרִינְקֶען	5	79	gemini
והיה	וְהָיָה	4	79	gemini
לבן	לָבָן	9	79	gemini
זין	זִין	3	78	gemini
טאכטער	טאָכְטֶער	5	78	gemini
וועסט	ווֶעסְט	5	78	gemini
משפחה	מִשְׁפָּחָה	5	78	gemini
הנה	הִנֵּה	4	78	gemini
הויך	הוֹיךְ	4	78	gemini
זעקס	זֶעקְס	4	77	gemini
עוד	עוֹד	5	77	gemini
יראת	יִרְאַת	3	77	gemini
פריער	פֿרִיעֶר	9	77	gemini
דינען	דִינֶען	2	77	gemini
זעסט	זֶעסְט	3	77	gemini
מויל	מוֹיְל	3	77	gemini
זוהר	זוֹהַר	4	77	gemini
יום-טוב	יוֹם-טוֹבֿ	6	77	gemini
פארקויפט	פֿאַרקוֹיפֿט	18	77	gemini
טומאה	טוּמְאָה	5	77	gemini
תולדות	תּוֹלְדוֹת	7	77	gemini
תלמידי	תַּלְמִידֵי	3	77	gemini
למעשה	לְמַעֲשֶׂה	4	76	gemini
חברה	חֶבְרָה	8	76	gemini
חילוק	חִילוּק	3	76	gemini
תיבות	תֵּיבוֹת	7	76	gemini
סיי	סַייַ	4	75	gemini
טייטש	טַייַטְשׁ	8	75	gemini
כלה	כַּלָּה	8	75	gemini
ברודער	בְּרוּדֶער	6	75	gemini
אזויפיל	אַזוֹיפִֿיל	12	75	gemini
מ'רעדט	מְ'רֶעדְט	9	75	gemini
שכינה	שְׁכִינָה	4	75	gemini
קעגן	קֶעגְן	3	75	gemini
ברית	בְּרִית	3	75	gemini
פלייש	פֿלֵייש	11	75	gemini
בעסטע	בֶּעסְטֶע	10	74	gemini
זעהט	זֶעהְט	4	74	gemini
קליידער	קְלֵיידֶער	9	74	gemini
משל	מָשָׁל	2	74	gemini
אונטער	אוּנְטֶער	3	74	gemini
נעקסטע	נֶעקְסְטֶע	5	74	gemini
נועם	נוֹעַם	3	74	gemini
שרייט	שְׁרַייַט	7	74	gemini
פינחס	פִּינְחָס	4	74	gemini
ברויט	בְּרוֹיט	5	73	gemini
ענינים	עִנְיָנִים	3	73	gemini
באהאלטן	בַּאַהַאַלְטְן	10	73	gemini
היא	הִיא	1	73	mechanical
זייערע	זֵייעֶרֶע	5	73	gemini
ציצית	צִיצִית	2	73	gemini
אהבת	אַהֲבַת	8	73	gemini
געפונען	גֶעפֿוּנֶען	8	73	gemini
המדרש	הַמִּדְרָשׁ	3	73	gemini
אונדזער	אוּנְדְזֶער	7	73	gemini
הנביא	הַנָּבִיא	3	73	gemini
געלעבט	גֶעלֶעבְט	7	73	gemini
יתרו	יִתְרוֹ	2	73	gemini
געשטעלט	גֶעשְׁטֶעלְט	5	72	gemini
לב	לֵב	5	72	gemini
כלי	כְּלִי	8	72	gemini
וואייל	וואַייל	18	72	gemini
זמן	זְמַן	3	72	gemini
רבין	רֶבִּין	5	72	gemini
מ'זעט	מ'זֶעט	7	72	gemini
שמות	שְׁמוֹת	3	72	gemini
מקיים	מְקַיּיֵם	6	72	gemini
מענדעלע	מֶענְדֶעלֶע	2	72	gemini
ווארטן	וואַרטן	11	72	gemini
פארשטייסט	פֿאַרשְׁטֵייְסְט	19	72	gemini
סדרה	סִדְרָה	6	72	gemini
מלמד	מְלַמֵּד	4	72	gemini
פעלט	פֿעלְט	7	72	gemini
חזון	חֲזוֹן	5	72	gemini
ס'א	ס'אַ	8	71	gemini
מאריך	מַאֲרִיךְ	5	71	gemini
שטימט	שְׁטִימְט	3	71	gemini
דאם	דאָם	5	71	gemini
זער	זֵער	3	71	gemini
דורות	דּוֹרוֹת	2	71	gemini
נסתלק	נִסְתַּלֵּק	5	71	gemini
רעכנט	רֶעכֶנְט	4	71	gemini
אהער	אַהֶער	4	71	gemini
חוץ	חוּץ	2	70	gemini
חיה	חַיָּה	3	70	gemini
שיר	שִׁיר	4	70	gemini
ארבעטן	אַרְבֶּעטְן	4	70	gemini
הבית	הַבַּיִת	3	70	gemini
טאנצן	טאַנצן	7	70	gemini
סעודה	סְעוּדָה	4	70	gemini
הקדש	הֶקְדֵּשׁ	3	70	gemini
הלל	הִלֵּל	5	70	gemini
ציט	צִיט	2	70	gemini
מרגלים	מְרַגְּלִים	4	70	gemini
עקיבא	עֲקִיבָא	5	70	gemini
רעד	רֶעד	4	69	gemini
הייבן	הייָבן	12	69	majority
קלאר	קלאָר	6	69	gemini
כדי	כְּדֵי	3	69	gemini
פאלק	פֿאָלק	9	69	gemini
אגב	אַגַּב	10	69	gemini
געוויזן	גֶעווִיזְן	4	69	gemini
באב	בְּאָבֿ	7	69	gemini
מלכות	מַלְכוּת	2	69	gemini
אינטרעסאנטע	אִינְטֶרֶעסַאַנְטֶע	9	68	gemini
בריוו	בְּרִיוו	6	68	gemini
וירא	וַיַּרְא	5	68	gemini
שטיל	שְׁטִיל	3	68	gemini
פאלט	פֿאַלט	13	68	gemini
זיידן	זֵיידְן	7	68	gemini
ענדיגט	עֶנְדִיגְט	5	68	gemini
מט	מִט	2	68	gemini
ימי	יְמֵי	3	68	gemini
זאלסטו	זָאָלְסְטוּ	10	67	gemini
יחוס	יִחוּס	3	67	gemini
תשעה	תִּשְׁעָה	2	67	gemini
הרב	הָרַב	6	67	gemini
דברים	דְּבָרִים	3	67	gemini
אות	אוֹת	2	66	gemini
ליגן	לִיגְן	3	66	gemini
אלהים	אֱלֹהִים	2	66	gemini
או	אוֹ	5	66	gemini
לנו	לָנוּ	2	66	gemini
פשוטער	פָּשׁוּטֶער	14	66	gemini
צער	צַעַר	3	66	gemini
זע	זֶע	2	66	gemini
למען	לְמַעַן	3	66	gemini
חיד"א	חִידָ"א	2	66	gemini
רבן	רַבָּן	13	66	gemini
ליכט	לִיכְט	4	66	gemini
האלבע	הַאַלְבֶּע	11	65	gemini
ראפשיצער	ראָפּשיצער	13	65	gemini
בויען	בּוֹיֶען	6	65	gemini
חידוש	חִידּוּשׁ	4	65	gemini
עני	עָנִי	8	65	gemini
בלוט	בְּלוּט	4	65	gemini
עשרה	עֶשְׂרֵה	4	65	gemini
מכות	מַכּוֹת	4	65	gemini
מדות	מִדּוֹת	3	65	gemini
ליכטיגן	לִיכְטִיגְן	6	65	gemini
הייליקע	הֵיילִיקֶע	7	65	gemini
שרה	שָׂרָה	4	65	gemini
פיין	פֿייַן	9	64	gemini
העולם	הָעוֹלָם	1	64	mechanical
פערציק	פֶֿערְצִיק	7	64	gemini
לייב	לֵייבּ	8	64	gemini
קיצור	קִיצוּר	3	64	gemini
לה	לַה	4	64	gemini
שומר	שׁוֹמֵר	3	64	gemini
געוויינט	גֶעווֵיינְט	9	64	gemini
ווארים	וואָרִים	9	64	gemini
ע	עַ	3	64	gemini
עמלק	עֲמָלֵק	3	64	gemini
ליינט	לֵיינְט	7	64	gemini
איידער	אֵיידֶער	10	64	gemini
מרים	מִרְיָם	2	64	gemini
ארויסגיין	אַרוֹיסְגֵיין	8	64	gemini
ס'קען	ס'קֶען	3	64	gemini
תוכחה	תּוֹכָחָה	7	64	gemini
געזעצן	גֶעזֶעצְן	4	64	gemini
רבנים	רַבָּנִים	2	64	gemini
מיינען	מֵיינֶען	7	63	gemini
לעולם	לְעוֹלָם	2	63	gemini
מכל	מִכָּל	3	63	gemini
פרויען	פְֿרוֹיֶען	8	63	gemini
רשע	רָשָׁע	4	63	gemini
רא	רָא	4	63	gemini
פשוטע	פָּשׁוּטֶע	13	63	gemini
ברויך	בְּרוֹיךְ	7	62	gemini
לאזן	לָאזְן	7	62	gemini
כדאי	כְּדַאי	7	62	gemini
לשמה	לִשְׁמָהּ	3	62	gemini
געראטעוועט	גֶערַאַטֶעווֶעט	15	62	gemini
פלעגן	פְֿלֶעגְן	7	62	gemini
אהין	אַהִין	3	62	gemini
קדושה	קְדוּשָׁה	5	62	gemini
הכנה	הֲכָנָה	4	62	gemini
אלקים	אֱלֹקִים	2	62	gemini
מחשבה	מַחֲשָׁבָה	4	62	gemini
מעלה	מַעֲלָה	5	62	gemini
חזק	חֲזַק	4	62	gemini
מקריב	מַקְרִיבֿ	3	62	gemini
שנעל	שְׁנֶעל	5	62	gemini
אחרי	אַחֲרֵי	4	62	gemini
געהאלפן	גֶעהָאָלְפְֿן	11	62	gemini
אלעמאל	אַלֶעמָאָל	4	62	gemini
געשמאקע	גֶעשְׁמַאַקֶע	8	62	gemini
געלאזט	גֶעלָאָזְט	7	62	gemini
אריה	אַרְיֵה	3	62	gemini
געפירט	גֶעפִֿירְט	5	62	gemini
בו	בּוֹ	4	62	gemini
תפילין	תְּפִילִין	3	61	gemini
ישמח	יִשְׂמַח	5	61	gemini
יהודה	יְהוּדָה	2	61	gemini
ויהי	וַיְהִי	3	61	gemini
רפואה	רְפוּאָה	3	61	gemini
דרייט	דְרֵייְט	7	61	gemini
גאולה	גְּאוּלָה	6	61	gemini
שיעור	שִׁיעוּר	3	61	gemini
לויפן	לוֹיפְֿן	11	61	gemini
במדבר	בְּמִדְבַּר	5	61	gemini
טובות	טוֹבוֹת	5	61	gemini
אפרים	אֶפְרַיִם	2	61	gemini
עקב	עֵקֶב	5	61	gemini
וויין	ווַייַן	10	61	gemini
גייסט	גֵייְסְט	7	60	gemini
עשה	עֲשֵׂה	4	60	gemini
וילך	וַיֵּלֶךְ	5	60	gemini
שול	שׁוּל	3	60	gemini
קדש	קֹדֶשׁ	4	60	gemini
מוראדיגע	מוֹרָאדִיגֶע	9	60	gemini
אנכי	אָנֹכִי	1	60	mechanical
אלזא	אַלְזָא	3	60	gemini
שלעכטע	שְׁלֶעכְטֶע	5	60	gemini
אייברשטן	אֵייבֶּרְשְׁטְן	9	60	gemini
עושר	עוֹשֶׁר	3	60	gemini
העלפט	הֶעלְפְֿט	10	59	gemini
דאי	דַאי	7	59	gemini
וויסט	ווִיסְט	6	59	gemini
טרעפן	טְרֶעפְֿן	5	59	gemini
משפיע	מַשְׁפִּיעַ	4	59	gemini
עבודת	עֲבוֹדַת	3	59	gemini
עמ	עֶמ	5	59	gemini
אפטער	אַפְּטֶער	7	59	gemini
ווייב	ווייַב	7	59	gemini
זייגער	זֵייגֶער	6	59	gemini
עה	עֶה	3	59	gemini
מצב	מַצָּב	9	59	gemini
ווילן	ווִילְן	5	59	gemini
ל"ג	לַ"ג	2	59	gemini
דאוואנען	דאוואַנֶען	6	59	gemini
פלא	פֶּלֶא	8	59	gemini
אלקינו	אֱלֹקֵינוּ	1	59	mechanical
שמיטה	שְׁמִיטָה	3	59	gemini
פאטער	פֿאָטֶער	20	58	gemini
טויזנטער	טוֹיזֶנְטֶער	10	58	gemini
הער	הֶער	4	58	gemini
זלמן	זַלְמָן	5	58	gemini
גרעסערע	גְרֶעסֶערֶע	4	58	gemini
ושלום	וְשָׁלוֹם	2	58	gemini
מ	מֶ	5	58	gemini
דן	דָּן	5	58	gemini
וועם	ווֶעם	5	58	gemini
בורא	בּוֹרֵא	5	58	gemini
יונתן	יוֹנָתָן	2	58	gemini
צבי	צְבִי	3	58	gemini
בעלי	בַּעֲלֵי	5	58	gemini
פאם	פַּאם	7	58	gemini
גאלדמאן	גאָלדמאַן	7	58	gemini
תשפ"ה	תַּשְׁפָּ"ה	9	58	gemini
ניי	נייַ	4	58	gemini
השבת	הַשַּׁבָּת	4	57	gemini
אך	אַךְ	8	57	gemini
זרה	זָרָה	3	57	gemini
לשם	לְשֵׁם	2	57	gemini
אייברשטר	אֵייבֶּרְשְׁטֶר	9	57	gemini
שטעל	שְׁטֶעל	3	57	gemini
תירוץ	תֵּירוּץ	8	57	gemini
לאז	לאָז	3	57	gemini
פא	פַּא	9	57	gemini
תמוז	תַּמּוּז	2	57	gemini
סוד	סוֹד	2	56	gemini
שלח	שְׁלַח	9	56	gemini
כן	כֵּן	4	56	gemini
יש	יֵשׁ	3	56	gemini
יוחנן	יוֹחָנָן	2	56	gemini
שליח	שָׁלִיחַ	4	56	gemini
חטא	חֵטְא	3	56	gemini
מאטעלע	מאָטֶעלֶע	5	56	gemini
פריילעך	פֿרֵיילֶעךְ	16	56	gemini
בחינה	בְּחִינָה	2	56	gemini
חס	חַס	4	56	gemini
דאנקען	דַאַנְקֶען	5	56	gemini
קבלת	קַבָּלַת	3	56	gemini
באצאלן	בַּאַצָאָלְן	8	56	gemini
שיקן	שִׁיקְן	4	56	gemini
רחל	רָחֵל	2	56	gemini
ליי	לַיי	4	56	gemini
וואלטן	וואָלְטְן	6	55	gemini
תורת	תּוֹרַת	3	55	gemini
מ'האלט	מְ'הַאַלְט	9	55	gemini
ד	ד	1	55	mechanical
כאפ	כַאַפּ	11	55	gemini
מתקן	מְתַקֵּן	3	55	gemini
באלד	בַּאַלְד	11	55	gemini
ויצא	וַיֵּצֵא	1	55	mechanical
כ'מיין	כְ'מֵיין	6	55	gemini
מ'זאגט	מְ'זָאָגְט	13	55	gemini
כ'אב	כְ'אָבּ	9	55	gemini
מצוות	מִצְווֹת	6	55	gemini
ווידער	ווִידֶער	6	55	gemini
בעומר	בָּעוֹמֶר	6	55	gemini
ברוגז	בְּרוֹגֶז	6	55	gemini
נחמו	נַחֲמוּ	4	55	gemini
שום	שׁוּם	5	55	majority
שיקט	שִׁיקְט	4	54	gemini
רוח	רוּחַ	3	54	gemini
מסכים	מַסְכִּים	4	54	gemini
מ'גייט	מְ'גֵייט	8	54	gemini
היט	הִיט	2	54	gemini
אלא	אֶלָּא	6	54	gemini
גאלד	גאָלְד	4	54	gemini
שקלים	שְׁקָלִים	3	54	gemini
טעות	טָעוּת	3	54	gemini
בוים	בּוֹיְם	7	54	gemini
ארויפלייגן	אַרוֹיפֿלֵייגְן	8	54	gemini
ענדיקט	עֶנְדִיקְט	2	54	gemini
אייביג	אֵייבִּיג	7	54	gemini
כוס	כּוֹס	3	54	gemini
עשרת	עֲשֶׂרֶת	4	54	gemini
אנדערן	אַנְדֶערְן	2	54	gemini
טו	טוּ	2	54	gemini
כ'על	כְּ'עֶל	7	54	gemini
דאנערשטאג	דאָנֶערְשְׁטָאג	8	54	gemini
